PairID,Experience,Nest_No,Left.Height,Left.Length,Right.Height,Right.Length,Front.Height,Front.Width,Top.Length,Top.Width,Entrance.Height,Entrance.Width,Above.Entrance,Below.Entrance,Top.Coord1,Top.Coord2,Top.Coord3,Top.Coord4,Top.Coord5,Top.Coord6,Top.Coord7,Top.Coord8,Top.Coord9,Top.Coord10,Top.Coord11,Top.Coord12,Top.Coord13,Top.Coord14,Top.Coord15,Top.Coord16,Top.Coord17,Top.Coord18,Top.Coord19,Top.Coord20,Top.Coord21,Top.Coord22,Ent.Coord1,Ent.Coord2,Ent.Coord3,Ent.Coord4,Ent.Coord5,Ent.Coord6,Ent.Coord7,Ent.Coord8,Ent.Coord9,Ent.Coord10,Ent.Coord11,Ent.Coord12,Ent.Coord13,Ent.Coord14,Ent.Coord15,Ent.Coord16,Ent.Coord17,Ent.Coord18,Ent.Coord19,Ent.Coord20,Ent.Coord21,Ent.Coord22,Ent.Coord23,Ent.Coord24
P3,Yes,2,6.95,11.71,7.7,11.41,7.8,11.72,19.72,23.12,3.5,3.95,3.65,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.035487509,0.109489884,0.277041509,0.317322258,0.25946908,0.149748605,-0.026029752,-0.150005129,-0.232863407,-0.250130886,-0.255127603,-0.163427049,0.250897346,0.254414192,0.191799196,0.011180683,-0.168825971,-0.302072091,-0.287146584,-0.215230777,-0.124464848,-0.002764707,0.146457897,0.245755664
P3,Yes,3,6.36,13.79,6.26,12.63,5.89,12.08,15.62,16.98,2.74,3.51,2.43,2.27,-0.313311938,-0.392377572,-0.260226863,-0.219573576,-0.136441198,0.023721126,0.148794784,0.243217569,0.296738913,0.317363904,0.292094851,-0.248736225,-0.066772283,-0.044395239,0.064968217,0.236966357,0.275600485,0.123848756,0.049280145,-0.037748192,-0.12280832,-0.2302037,-0.022632312,0.177874609,0.345253777,0.344777255,0.207728675,0.076611792,-0.02367327,-0.145226194,-0.326290932,-0.307690928,-0.211710561,-0.115021912,0.229436843,0.34697105,0.208829896,-0.017499136,-0.132916676,-0.195545956,-0.229937038,-0.237774173,-0.195783346,-0.019906372,0.087261509,0.1568634
P3,Yes,4,6.24,12.1,6.15,11.25,5.92,13.26,12.01,14.31,2.19,3.63,3.17,2.25,-0.36912138,-0.382132064,-0.285396536,-0.216087909,-0.117894077,0.02022697,0.164635109,0.282631686,0.284907372,0.278863823,0.339367005,-0.209745588,-0.068815527,-0.007541454,0.079738445,0.120220926,0.170720668,0.172200108,0.136805773,-0.052314872,-0.149173576,-0.192094903,-0.024948045,0.123078362,0.387951524,0.324860938,0.221558406,0.110835596,-0.026716586,-0.149847758,-0.285327213,-0.370151194,-0.215973767,-0.095320262,0.202373875,0.261868619,0.24519083,0.001795209,-0.116762877,-0.195217572,-0.275441313,-0.247617566,-0.15175958,-0.000891575,0.133159366,0.143302586
P7,Yes,1,8.34,13.62,8.57,14.23,10.77,15.03,18.58,16.01,3.1,4.21,5.06,4.47,-0.35554504,-0.3416697,-0.257772849,-0.239070574,-0.123322835,0.022985575,0.161068778,0.251129122,0.326956132,0.339565296,0.215676094,-0.225569917,-0.117795101,-0.061084166,0.128614084,0.190841894,0.231685037,0.167883608,0.066595104,-0.00372021,-0.09155052,-0.285899813,-0.020699247,0.126073429,0.263305216,0.414555266,0.241733948,0.097602936,-0.0246152,-0.13452175,-0.253341378,-0.303531679,-0.251542567,-0.155018974,0.286122604,0.240700581,0.14699513,0.001990588,-0.152977323,-0.221127329,-0.242564874,-0.216644782,-0.15091819,-0.02228884,0.114960259,0.215752177
P7,Yes,2,7.26,13.06,6.9,13.94,10.42,13.54,15.77,13.52,2.89,3.69,1.94,3.1,-0.282318674,-0.309639985,-0.249377632,-0.332425345,-0.139098534,0.022837876,0.154150329,0.24248341,0.284036152,0.317756801,0.291595603,-0.269182969,-0.156673247,-0.06408932,0.322346107,0.244751969,0.173212824,0.130441501,0.032094596,-0.052235714,-0.129114206,-0.231551541,-0.015165854,0.122305512,0.302455851,0.325881723,0.242715427,0.138479864,-0.015584079,-0.145522929,-0.266393651,-0.289866913,-0.251869708,-0.147435244,0.208719467,0.259139176,0.179017685,0.016449038,-0.136442204,-0.228074177,-0.304587726,-0.24518551,-0.131455871,-0.004111383,0.15063931,0.235892195
P7,Yes,3,7.98,12.84,7.85,14.9,7.79,15.48,17.27,19.71,2.53,4.45,5.71,2.94,-0.35008175,-0.370708961,-0.330720547,-0.227428046,-0.111752802,0.035395383,0.155150478,0.240903245,0.333002936,0.3521652,0.274074865,-0.232905893,-0.093092217,0.054155077,0.108149888,0.156753371,0.08488248,0.166152834,0.016904897,0.045289842,-0.060085022,-0.246205256,-0.023346791,0.14616074,0.404965628,0.376185753,0.193798399,0.072404783,-0.026593471,-0.117318833,-0.260405039,-0.386051032,-0.262803989,-0.116996147,0.210915724,0.29124902,0.214882675,-0.024265289,-0.149142153,-0.180979498,-0.18967004,-0.206474657,-0.179002373,-0.028954908,0.105307232,0.136134268
P7,Yes,4,7.19,12.57,7.29,13.79,13.06,14.53,16.36,14.437,2.96,4.59,3.06,7.27,-0.345858123,-0.303467955,-0.322908882,-0.234747181,-0.112174484,0.034938693,0.205676894,0.360274482,0.178674014,0.252891838,0.286700703,-0.254956716,-0.187770031,0.045632418,0.105278197,0.203541485,0.190495342,0.201293368,0.180147049,-0.119441311,-0.152751027,-0.211468775,-0.029431221,0.113933156,0.198898343,0.448850196,0.351376281,0.094229846,-0.007432388,-0.109284431,-0.271775749,-0.373494561,-0.277961224,-0.137908247,0.208359167,0.224746842,0.118434086,-0.005474973,-0.211689621,-0.186545627,-0.165643025,-0.168934725,-0.157744639,-0.019712626,0.141725033,0.222480109
P8,Yes,1,7.47,15.76,7.15,14.02,12.51,13.06,18.69,14.63,1.97,2.59,3.93,8.48,-0.298998351,-0.287699024,-0.303168632,-0.224037582,-0.133904377,0.027505777,0.183067389,0.28211776,0.254089225,0.251896596,0.249131219,-0.267732909,-0.194195044,0.0126722,0.079897287,0.277643297,0.297315326,0.22524576,0.111986264,-0.092200658,-0.1857898,-0.264841722,-0.025000326,0.130040354,0.259320031,0.339802115,0.308550765,0.113798159,-0.011892069,-0.131012173,-0.261570123,-0.320375725,-0.261191822,-0.140469185,0.264930234,0.249234293,0.133715421,0.0142545,-0.171429386,-0.22621789,-0.250326028,-0.21552944,-0.129462715,-0.010105616,0.11548991,0.225446718
P8,Yes,2,8.29,19.19,7.55,18.66,17.17,17.23,18.34,18.62,3.15,5.42,3.66,14.02,-0.31158427,-0.33758765,-0.276856803,-0.263554933,-0.123472034,0.021851676,0.165402624,0.278954637,0.277300544,0.302986247,0.266559961,-0.254493417,-0.124853536,-0.02319701,0.179517522,0.183233563,0.186256383,0.188495892,0.114852505,-0.064022371,-0.133551787,-0.252237745,-0.000880907,0.120377112,0.265612437,0.362567631,0.276224087,0.118810786,-0.008124815,-0.119145457,-0.244997449,-0.344668644,-0.2907367,-0.135038082,0.248985634,0.221159371,0.150792424,-0.021662067,-0.160410078,-0.185159835,-0.236221438,-0.217479897,-0.153610804,-0.033995821,0.147074535,0.240527975
P8,Yes,3,7.53,13.98,7.46,14.78,10.19,15.32,17.31,17.31,2.71,2.4,4.36,8.99,-0.32041172,-0.28318949,-0.449970452,-0.222826441,-0.125255526,0.037417373,0.159512555,0.250914224,0.296710192,0.316942423,0.340156862,-0.244888669,-0.142278182,0.14711396,0.102592131,0.183753252,0.128810561,0.081046521,0.066280261,-0.043229399,-0.111775472,-0.167424963,-0.047598727,0.133117586,0.286562741,0.321362771,0.23302289,0.120696307,-0.025652309,-0.139670668,-0.220714679,-0.251602755,-0.225509117,-0.184014039,0.381254582,0.228049766,0.146778807,-0.031130529,-0.161306834,-0.238919897,-0.253663658,-0.256540013,-0.154717997,-0.029175488,0.088917514,0.280453748
P8,Yes,4,8.51,14.64,8.58,13.85,8.51,16.48,16.96,15.55,2.44,3.24,4.72,2.65,-0.357786734,-0.360904573,-0.311712901,-0.216876695,-0.092542305,0.002549791,0.198929867,0.356825219,0.29700234,0.25883698,0.22567901,-0.21764709,-0.100470058,0.03125786,0.044076263,0.089482306,0.108489241,0.266315896,0.24216232,-0.031664034,-0.160376085,-0.271626618,-0.027030851,0.153868101,0.302578596,0.290143397,0.253118386,0.120884637,-0.013425599,-0.14680668,-0.258060373,-0.254384806,-0.2794475,-0.141437308,0.262470731,0.263847531,0.160794415,0.008349729,-0.121082623,-0.255077241,-0.280676203,-0.262908425,-0.139866833,-0.010828285,0.136887807,0.238089396
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
